zdroj,ID,titul_verbatim,normed,gpt_ais,obal,formát,typ materiálu,zvuk / sound (on box),zvukař_cleaned,díl,ozvučen dne,středisko,úsek,aparatura,materiál,číslo krabice,obsah_verbatim,recording_technical_cs,recording_secondary_cs,recording_tertiary_cs,recording_content_cs,recording_has_multiple_content,recording_language
MWA,P204372,"Od Mendelova hrachu ke klonování, genetika","Od Mendelova hrachu ke klonování, genetika",Genetika od Mendelova hrachu ke klonování,metal can,35 mm,Orwo 202,,#N/A,1;2,,,,,,,mix,mix,,,,no,
MWA,P204373,"Od Mendelova hrachu ke klonování, genetika","Od Mendelova hrachu ke klonování, genetika",Genetika od Mendelova hrachu ke klonování,metal can,35 mm,Orwo 202,,#N/A,3,,,,,,,mix,mix,,,,no,
MWA,P204375,"Od Mendelova hrachu ke klonování, genetika","Od Mendelova hrachu ke klonování, genetika",Genetika od Mendelova hrachu ke klonování,metal can,35 mm,Orwo 202,,#N/A,1;2,,,,,,,mix,mix,,,,no,
MWA,P204376,"Od Mendelova hrachu ke klonování, genetika","Od Mendelova hrachu ke klonování, genetika",Genetika od Mendelova hrachu ke klonování,metal can,35 mm,Orwo 202,,#N/A,3,,,,,,,mix,mix,,,,no,
MWA,P204377,"Od Mendelova hrachu ke klonování, genetika","Od Mendelova hrachu ke klonování, genetika",Genetika od Mendelova hrachu ke klonování,metal can,35 mm,Orwo 202,,#N/A,3,,,,,,,mix,mix,,,,no,
MWA,P204773,Odbory pracujícím,Odbory pracujícím,Odbory pracujícím,metal can,35 mm,Orwo,Ing. Kacian,Jan Kacian,1;2,9.3.1988,3282,č.f. 865019,,,,mezmix,mezinárodní pás,,,,no,
NFA,p-101846,Odchovanec,Odchovanec,Odchovanec,metal box,16 mm,MB - ORWO (35 mm),-,,-,1982,-,-,-,-,-,MG,magnetický záznam,,,,no,
NFA,p-100572,Odyssea,Odyssea,Odyssea,paper box,35 mm,ORWO 206 LN,-,,1; 2,1.4.,-,-,Evropa,CPR-I,KF,mix anglická verse,mix,verze,,,no,en
NFA,p-100083,Odyssea,Odyssea,Odyssea,paper box,35 mm,ORWO 206 LN,-,,7; 8,01.04.84,-,-,Evropa,CPR-I,KF,mix anglická verze,mix,verze,,,no,en
NFA,p-100841,Odyssea,Odyssea,Odyssea,paper box,35 mm,ORWO 206 LN,-,,3; 4,17.09.85,-,-,Evropa,CPR-I,KF,mix,mix,,,,no,
NFA,p-100054,Odyssea,Odyssea,Odyssea,paper box,35 mm,ORWO 206 LN,-,,1; 2,26.09.86,-,-,Evropa,-,-,mix španělská verze,mix,verze,,,no,es
NFA,p-100030,Odyssea,Odyssea,Odyssea,paper box,35 mm,ORWO 206 LN,-,,5; 6,26.09.86,-,-,Evropa,-,-,mix španělská verze,mix,verze,,,no,es
NFA,p-101507,Odyssea,Odyssea,Odyssea,metal box,35 mm,MB - ORWO (35 mm),-,,1; 2,-,-,-,-,-,-,hudba mez pás,mezinárodní pás,,,hudba,no,
NFA,p-101098,Odyssea,Odyssea,Odyssea,metal box,35 mm,MB - ORWO (35 mm),-,,7; 8,-,-,-,-,-,-,hudba mez pás,mezinárodní pás,,,hudba,no,
NFA,p-101506,Odyssea,Odyssea,Odyssea,metal box,35 mm,MB - ORWO (35 mm),-,,1; 2,-,-,-,-,-,-,ruchy mez pás,mezinárodní pás,,,ruchy,no,
NFA,p-101096,Odyssea,Odyssea,Odyssea,metal box,35 mm,MB - ORWO (35 mm),-,,5; 6,-,-,-,-,-,-,hudba mez. pás,mezinárodní pás,,,hudba,no,
NFA,p-100052,Odyssea,Odyssea,Odyssea,paper box,35 mm,ORWO 206 LN,-,,3; 4,26.09.86,-,-,Evropa,-,-,mix španělská verze,mix,verze,,,no,es
NFA,p-101371,Odyssea,Odyssea,Odyssea,paper box,35 mm,ORWO 206 LN,-,,7; 8,26.09.85,-,-,Evropa,-,-,mix španělská verze,mix,verze,,,no,es
NFA,p-100788,Odyssea,Odyssea,Odyssea,paper box,35 mm,ORWO 206 LN,-,,5; 6,17.09.1985,-,-,Evropa,CPR-I,KF,mix,mix,,,,no,
NFA,p-101516,Odyssea,Odyssea,Odyssea,metal box,35 mm,MB - ORWO (35 mm),-,,3; 4,-,-,-,-,-,-,hudba mez pás,mezinárodní pás,,,hudba,no,
NFA,p-100174,Odyssea,Odyssea,Odyssea,metal box,35 mm,MB - ORWO (35 mm),-,,7; 8,-,-,-,-,-,-,mez. pás ruchy,mezinárodní pás,,,ruchy,no,
NFA,p-100073,Odyssea,Odyssea,Odyssea,paper box,35 mm,ORWO 206 LN,-,,9,26.09.86,-,-,Evropa,-,-,mix španělská verze,mix,verze,,,no,es
NFA,p-100082,Odyssea,Odyssea,Odyssea,paper box,35 mm,ORWO 206 LN,-,,3; 4,01.04.84,-,-,Evropa,CPR-I,KF,mix anglická verze,mix,verze,,,no,en
NFA,p-100879,Odyssea,Odyssea,Odyssea,paper box,35 mm,ORWO 206 LN,-,,9,17.09.85,-,-,Evropa,CPR-I,KF,mix,mix,,,,no,
NFA,p-100809,Odyssea,Odyssea,Odyssea,paper box,35 mm,ORWO 206 LN,-,,9,1.4.,-,-,Evropa,CPR-I,KF,mix anglická verse,mix,verze,,,no,en
NFA,p-101370,Odyssea,Odyssea,Odyssea,paper box,35 mm,ORWO 206 LN,-,,1; 2,17.09.85,-,-,Evropa,CPR-I,KF,mix,mix,,,,no,
NFA,p-100730,Odyssea,Odyssea,Odyssea,paper box,35 mm,ORWO 206 LN,-,,5; 6,01.04.85,-,-,Evropa,CPR-I,KF,mix anglická verse,mix,verze,,,no,en
NFA,p-100713,Odyssea,Odyssea,Odyssea,paper box,35 mm,ORWO 206 LN,-,,7; 8,17.09.85,-,-,Evropa,CPR-I,KF,mix,mix,,,,no,
NFA,p-100228,Odyssea,Odyssea,Odyssea,metal box,35 mm,MB - ORWO (35 mm),-,,9,-,-,-,-,-,-,hudba - mez. pás ,mezinárodní pás,,,hudba,no,
NFA,p-101638,Odysseus a hvězdy,Odysseus a hvězdy,Odysseus a hvězdy,metal box,35 mm,ORWO 202,-,,1; 2,17.3.1976,-,-,Evropa,CPR-I,FSB,mezinár pás ruchy,mezinárodní pás,,,ruchy,no,
NFA,p-101630,Odysseus a hvězdy,Odysseus a hvězdy,Odysseus a hvězdy,metal box,35 mm,ORWO 202,-,,8; 9,11.3.1976,-,-,Evropa,CPR-I,FSB,mez pásy hudba,mezinárodní pás,,,hudba,no,
NFA,p-101628,Odysseus a hvězdy,Odysseus a hvězdy,Odysseus a hvězdy,metal box,35 mm,MB - ORWO (35 mm),-,,9; 10,16.03,-,-,Evropa,CPR-I,FSB,mezinár pás ruchy,mezinárodní pás,,,ruchy,no,
NFA,p-101636,Odysseus a hvězdy,Odysseus a hvězdy,Odysseus a hvězdy,metal box,35 mm,ORWO 202,-,,6; 7,11.3.1976,-,-,Evropa,CPR-I,FSB,mez pásy hudba,mezinárodní pás,,,hudba,no,
NFA,p-101634,Odysseus a hvězdy,Odysseus a hvězdy,Odysseus a hvězdy,metal box,35 mm,MB - ORWO (35 mm),Ing. E. Pledník,,10,15.3.1976,-,-,Evropa,CPR-I,FSB,mez pásy ruchy,mezinárodní pás,,,ruchy,no,
NFA,p-101621,Odysseus a hvězdy,Odysseus a hvězdy,Odysseus a hvězdy,metal box,35 mm,MB - ORWO (35 mm),-,,3; 5,10.3.1976,-,-,Evropa,CPR-I,-,mez pasy Hudba,mezinárodní pás,,,hudba,no,
NFA,p-101631,Odysseus a hvězdy,Odysseus a hvězdy,Odysseus a hvězdy,metal box,35 mm,MB - ORWO (35 mm),-,,7; 8,16.3.1976,-,-,Evropa,CPR-I,FSB,mez pásy ruchy,mezinárodní pás,,,ruchy,no,
NFA,p-101635,Odysseus a hvězdy,Odysseus a hvězdy,Odysseus a hvězdy,metal box,35 mm,ORWO 202,-,,6,26.3.1976,-,-,přepisové studio,CPR-I,FSB,mezinárodni pás ruchy,mezinárodní pás,,,ruchy,no,
NFA,p-101637,Odysseus a hvězdy,Odysseus a hvězdy,Odysseus a hvězdy,metal box,35 mm,MB - ORWO (35 mm),-,,5; 6,17.3.1976,-,-,Evropa,CPR-I,FSB,mez pásy ruchy,mezinárodní pás,,,ruchy,no,
NFA,p-101626,Odysseus a hvězdy,Odysseus a hvězdy,Odysseus a hvězdy,metal box,35 mm,ORWO 202,-,,1; 4,-,-,-,-,-,-,mez pásy hudba,mezinárodní pás,,,hudba,no,
NFA,p-101620,Odysseus a hvězdy,Odysseus a hvězdy,Odysseus a hvězdy,metal box,35 mm,ORWO PC 7,-,,2,-,-,-,-,-,-,mez pás Hudba,mezinárodní pás,,,hudba,no,
NFA,p-101629,Odysseus a hvězdy,Odysseus a hvězdy,Odysseus a hvězdy,metal box,35 mm,ORWO 202,-,,6,26.3.1976,-,-,přepisové studio,CPR-I,FSB,mezinárodni pás hudba,mezinárodní pás,,,hudba,no,
MWA,P203501,Odysseus a hvězdy,Odysseus a hvězdy,Odysseus a hvězdy,metal can,35 mm,ORWO,,#N/A,,16.3.,,,Evropa,CPR-I,,mix mez pasy,mezinárodní pás,,,,no,
NFA,p-101627,Odysseus a hvězdy,Odysseus a hvězdy,Odysseus a hvězdy,metal box,35 mm,ORWO 202,-,,3; 4,17.03,-,-,Evropa,CPR-I,FSB,mez pásy ruchy,mezinárodní pás,,,ruchy,no,
NFA,p-100338,Oh shetlandy,Oh shetlandy,"Och, Shetlandy!",paper box,"1/​4""",Agfa PER 525,-,,-,?5.06.?8,-,-,-,-,-,mono,magnetický záznam,,mono,,no,
MWA,P203439,Okolnosti B. Martinu,Okolnosti B. Martinu,Okolnosti Bohuslava Martinů,plastic box,35 mm,,,#N/A,3;2,26.6.1990,,,,,,"mix, německá verze",mix,verze,,,no,de
MWA,P204834,Okolnosti B. Martinů,Okolnosti B. Martinů,Okolnosti Bohuslava Martinů,metal can,35 mm,,,#N/A,1,,,,,,,mix,mix,,,,no,
MWA,P203305,Oldřich a Božena,Oldřich a Božena,Oldřich a Božena,paper box,35 mm,BASF,,#N/A,5,"18.12., 21.12.1984",,,Evropa,BASF,,mix,mix,,,,no,
MWA,P203308,Oldřich a Božena,Oldřich a Božena,Oldřich a Božena,paper box,35 mm,BASF,,#N/A,10,"20.12.1984, 21.12.1984",,,Evropa,BASF,,mix,mix,,,,no,
MWA,P203306,Oldřich a Božena,Oldřich a Božena,Oldřich a Božena,paper box,35 mm,BASF,Böhm,Adolf Böhm,1,"20.12.1984, 21.12.1984",,,Evropa,BASF,,mix,mix,,,,no,
MWA,P203307,Oldřich a Božena,Oldřich a Božena,Oldřich a Božena,paper box,35 mm,BASF,,#N/A,9,"20.12.1984, 21.12.1984",,,Evropa,BASF,,mix,mix,,,,no,
MWA,P203303,Oldřich a Božena,Oldřich a Božena,Oldřich a Božena,paper box,35 mm,BASF,,#N/A,3,"18.12., 21.12.1984",,,Evropa,BASF,,mix,mix,,,,no,
MWA,P203300,Oldřich a Božena,Oldřich a Božena,Oldřich a Božena,paper box,35 mm,ORWO 206 LN,,#N/A,,21.12.1984,,,Evropa,CPR-I,,mix,mix,,,,no,
MWA,P203302,Oldřich a Božena,Oldřich a Božena,Oldřich a Božena,paper box,35 mm,BASF,,#N/A,8,"19.12.1984, 21.12.1984",,,Evropa,BASF,,mix,mix,,,,no,
MWA,P203304,Oldřich a Božena,Oldřich a Božena,Oldřich a Božena,paper box,35 mm,BASF,,#N/A,2,"17.12.1984, 21.12.1984",,,Evropa,BASF,,mix,mix,,,,no,
MWA,P203301,Oldřich a Božena,Oldřich a Božena,Oldřich a Božena,paper box,35 mm,BASF,,#N/A,6,"19.12.1984, 21.12.1984",,,Evropa,BASF,,mix,mix,,,,no,
NFA,p-102139,Olympijská sázka,Olympijská sázka,Olympijská sázka,plastic box,16 mm,,-,,1,-,-,-,-,-,55125,Magnet,magnetický záznam,,,,no,
MWA,P204299,Operace Hrabyně,Operace Hrabyně,Operace Hrabyně,paper box,"1/​4""",Agfa PER 525,,#N/A,,,,,,,,,,,,,,
MWA,P204950,OPZ Vánoce,OPZ Vánoce,Vánoce,paper box,16 mm,Orwo 205LN,K. Cajthaml,Karel Cajthaml,,13.10.1987,3282,č.f. 827701/6,,,,Mezmix,mezinárodní pás,,,,no,
NFA,p-100721,Orbis terrarum,Orbis terrarum,Orbis terrarum,paper box,35 mm,ORWO 206 LN,Ing. Děták,Jaroslav Děták,-,1.10.1986,-,č.f. 425530,-,-,Loutkový film,mix,mix,,,,no,
NFA,p-100049,Orbis terrarum,Orbis terrarum,Orbis terrarum,paper box,35 mm,ORWO 206 LN,Ing. Děták,Jaroslav Děták,-,1.10.1986,-,č.f. 425530,-,-,-,mezmix,mezinárodní pás,,,,no,
MWA,P204051,Osada Havranů,Osada Havranů,Osada Havranů,metal can,35 mm,,,#N/A,6;7,,,,,,,mez. pás hudba,mezinárodní pás,,,hudba,no,
NFA,p-101728,Osada havranů,Osada Havranů,Osada Havranů,paper box,35 mm,ORWO 202,-,,9,31.10.1977,-,-,Evropa,CPR-I,FSB,Mez Pás  ruchy,mezinárodní pás,,,ruchy,no,
MWA,P204052,Osada Havranů,Osada Havranů,Osada Havranů,metal can,35 mm,,,#N/A,4;5,,,,,,,mez. pás hudba,mezinárodní pás,,,hudba,no,
