zdroj,ID,titul_verbatim,normed,gpt_ais,obal,formát,typ materiálu,zvuk / sound (on box),zvukař_cleaned,díl,ozvučen dne,středisko,úsek,aparatura,materiál,číslo krabice,obsah_verbatim,recording_technical_cs,recording_secondary_cs,recording_tertiary_cs,recording_content_cs,recording_has_multiple_content,recording_language
MWA,P204872,Den námořníka,Den námořníka,Den námořníka,metal can,35 mm,,,#N/A,1;2,,,,,,,mix,mix,,,,no,
MWA,P204421,Den námořníka (different title on carrier),Den námořníka,Den námořníka,metal can,35 mm,Orwo 202,,#N/A,1;2,,,,,,,"mix, zvuk",mix,,,,no,
MWA,P205084,Den pro mou lásku,Den pro mou lásku,Den pro mou lásku,paper box,35 mm,,,#N/A,3;1,,,,,,,mix,mix,,,,no,
MWA,P205085,Den pro mou lásku,Den pro mou lásku,Den pro mou lásku,paper box,35 mm,AGFA,,#N/A,6;9,,,,,,,mix,mix,,,,no,
MWA,P205086,Den pro mou lásku,Den pro mou lásku,Den pro mou lásku,paper box,35 mm,AGFA,,#N/A,2;4,,,,,,,mix,mix,,,,no,
MWA,P205088,Den pro mou lásku,Den pro mou lásku,Den pro mou lásku,paper box,35 mm,AGFA,,#N/A,5;7,,,,,,,mix,mix,,,,no,
MWA,P205087,Den pro mou lásku,Den pro mou lásku,Den pro mou lásku,paper box,35 mm,AGFA,,#N/A,8;10,,,,,,,mix,mix,,,,no,
MWA,P204455,Desinfekce vody a chlorátory,Desinfekce vody a chlorátory,Dezinfekce vody a chlorátory,metal can,35 mm,,,#N/A,1;2,,,,,,,mix,mix,,,,no,
MWA,P204454,Desinfekce vody a chlorátory,Desinfekce vody a chlorátory,Dezinfekce vody a chlorátory,metal can,35 mm,,,#N/A,2,12.1983,,,,,,,,,,,,
MWA,P202862,Deváté srdce,Deváté srdce,Deváté srdce,metal can,35 mm,ORWO,,#N/A,,25.7.1978,,,Evropa,CPR-I,,mez. pás ukázky,mezinárodní pás,,,,no,
MWA,P203421,Devět kruhů pekla,Devět kruhů pekla,Devět kruhů pekla,metal can,35 mm,,,#N/A,12,"4.12.1987, 7.9.1987",,,Evropa,,,mix,mix,,,,no,
NFA,p-101704,Devět kruhů pekla,Devět kruhů pekla,Devět kruhů pekla,paper box,35 mm,ORWO 205 LN,-,,2,16.3.1989,-,-,Evropa,-,-,mix - zkrácená verse,mix,verze; zkráceno,,,no,
NFA,p-101705,Devět kruhů pekla,Devět kruhů pekla,Devět kruhů pekla,paper box,35 mm,ORWO 205 LN,-,,3; 5,7.12.1987,-,-,Evropa,-,-,Mez. Pás - hudba,mezinárodní pás,,,hudba,no,
NFA,p-101708,Devět kruhů pekla,Devět kruhů pekla,Devět kruhů pekla,paper box,35 mm,ORWO 205 LN,-,,2,10.3.1989,-,-,přepisove studio,-,-,Mez. Pás - hudba - zkrácená verse,mezinárodní pás,verze; zkráceno,,hudba,no,
MWA,P204031,Devět kruhů pekla,Devět kruhů pekla,Devět kruhů pekla,metal can,35 mm,,,#N/A,7,"4.12.1987, 7.9.1987",,,Evropa,,,mix,mix,,,,no,
MWA,P204030,Devět kruhů pekla,Devět kruhů pekla,Devět kruhů pekla,metal can,35 mm,,,#N/A,11,"4.12.1987, 7.9.1987",,,Evropa,,,mix,mix,,,,no,
MWA,P204029,Devět kruhů pekla,Devět kruhů pekla,Devět kruhů pekla,metal can,35 mm,,,#N/A,10,"4.12.1987, 7.9.1987",,,Evropa,,,mix,mix,,,,no,
MWA,P204028,Devět kruhů pekla,Devět kruhů pekla,Devět kruhů pekla,metal can,35 mm,,,#N/A,8,"4.12.1987, 7.9.1987",,,Evropa,,,mix,mix,,,,no,
NFA,p-101722,Devět kruhů pekla,Devět kruhů pekla,Devět kruhů pekla,paper box,35 mm,ORWO 205 LN,-,,13,7.12.1987,-,-,Evropa,-,-,Mez. Pás - hudba,mezinárodní pás,,,hudba,no,
NFA,p-101717,Devět kruhů pekla,Devět kruhů pekla,Devět kruhů pekla,metal box,35 mm,ORWO 205 LN,-,,8,4.12.1987,-,-,Evropa,-,-,Mez. Pás - hudba,mezinárodní pás,,,hudba,no,
MWA,P204027,Devět kruhů pekla,Devět kruhů pekla,Devět kruhů pekla,metal can,35 mm,,,#N/A,3,"7.12.1987, 7.9.1987, 25.8.",,,Evropa,,,mix,mix,,,,no,
NFA,p-101721,Devět kruhů pekla,Devět kruhů pekla,Devět kruhů pekla,paper box,35 mm,ORWO 205 LN,-,,12,7.12.1987,-,-,Evropa,-,-,Mez. Pás - hudba,mezinárodní pás,,,hudba,no,
NFA,p-101707,Devět kruhů pekla,Devět kruhů pekla,Devět kruhů pekla,paper box,35 mm,ORWO 205 LN,-,,1,10.3.1989,-,-,přepisove studio,-,-,Mez. Pás - ruchy - zkrácená verse,mezinárodní pás,verze; zkráceno,,ruchy,no,
MWA,P203420,Devět kruhů pekla,Devět kruhů pekla,Devět kruhů pekla,metal can,35 mm,,Böhm,Adolf Böhm,1,"2.12.1987, 7.8.1987, (21.8.)",,,Evropa,,,mix,mix,,,,no,
NFA,p-101714,Devět kruhů pekla,Devět kruhů pekla,Devět kruhů pekla,paper box,35 mm,ORWO 205 LN,-,,6,7.12.1987,-,-,Evropa,-,-,Mez. Pás - hudba,mezinárodní pás,,,hudba,no,
NFA,p-101718,Devět kruhů pekla,Devět kruhů pekla,Devět kruhů pekla,paper box,35 mm,ORWO 205 LN,-,,10,4.12.1987,-,-,Evropa,-,-,Mez. Pás - hudba,mezinárodní pás,,,hudba,no,
NFA,p-101712,Devět kruhů pekla,Devět kruhů pekla,Devět kruhů pekla,paper box,35 mm,ORWO 205 LN,-,,1; 2,11.2.1988,-,-,Evropa,-,-,Mix khmérská verze,mix,verze,,,no,km
NFA,p-101713,Devět kruhů pekla,Devět kruhů pekla,Devět kruhů pekla,paper box,35 mm,ORWO 205 LN,-,,3; 4,11.2.1988,-,-,Evropa,-,-,Mix khmérská verze,mix,verze,,,no,km
NFA,p-101723,Devět kruhů pekla,Devět kruhů pekla,Devět kruhů pekla,paper box,35 mm,ORWO 205 LN,-,,14,7.12.1987,-,-,Evropa,-,-,Mez. Pás - hudba,mezinárodní pás,,,hudba,no,
NFA,p-101706,Devět kruhů pekla,Devět kruhů pekla,Devět kruhů pekla,paper box,35 mm,ORWO 205 LN,-,,9,4.12.1987,-,-,Evropa,-,-,Mez. Pás - hudba,mezinárodní pás,,,hudba,no,
NFA,p-101716,Devět kruhů pekla,Devět kruhů pekla,Devět kruhů pekla,metal box,35 mm,ORWO 205 LN,-,,7,4.12.1987,-,-,Evropa,-,-,Mez. Pás - hudba,mezinárodní pás,,,hudba,no,
NFA,p-101709,Devět kruhů pekla,Devět kruhů pekla,Devět kruhů pekla,paper box,35 mm,ORWO 205 LN,-,,1; 3,16.03.1989,-,-,-,-,-,Mez. Pás - hudba - zkrácená verse,mezinárodní pás,verze; zkráceno,,hudba,no,
NFA,p-101711,Devět kruhů pekla,Devět kruhů pekla,Devět kruhů pekla,paper box,35 mm,ORWO 205 LN,-,,3,-,-,-,-,-,-,Mez. Pás - ruchy - zkrácená verse,mezinárodní pás,verze; zkráceno,,ruchy,no,
NFA,p-101719,Devět kruhů pekla,Devět kruhů pekla,Devět kruhů pekla,paper box,35 mm,ORWO 205 LN,-,,11,7.12.1987,-,-,Evropa,-,-,Mez. Pás - hudba,mezinárodní pás,,,hudba,no,
NFA,p-101715,Devět kruhů pekla,Devět kruhů pekla,Devět kruhů pekla,paper box,35 mm,ORWO 205 LN,-,,2,16.3.1988,-,-,Evropa,-,-,Mez. Pás - ruchy - zkrácená verse,mezinárodní pás,verze; zkráceno,,ruchy,no,
NFA,p-101710,Devět kruhů pekla,Devět kruhů pekla,Devět kruhů pekla,paper box,35 mm,ORWO 205 LN,-,,5; 6,11.2.1988,-,-,Evropa,-,-,Mix khmérská verze,mix,verze,,,no,km
NFA,p-101720,Devět kruhů pekla,Devět kruhů pekla,Devět kruhů pekla,paper box,35 mm,ORWO 205 LN,-,,11; 12,12.2.1988,-,-,Evropa,-,-,MIX - khmér. verze,mix,verze,,,no,km
MWA,P200042,DEZERTÉR,DEZERTÉR,Dezertér,metal can,35 mm,-,-,,,26.11.1990,-,-,-,-,-,"ládh, hudby",magnetický záznam,,,,no,
MWA,P203057,Diagnostika Hypoxie Plodu,Diagnostika Hypoxie Plodu,Diagnostika hypoxie plodu,paper box,16 mm,ORWO 207 LN,Ing. Děták,Jaroslav Děták,,17.10.1991,52,,,,,mez.mix.,mezinárodní pás,,,,no,
MWA,P202866,Diagnostika otrav NPL,Diagnostika otrav NPL,Diagnostika otrav NPL,metal can,35 mm,ORWO,,#N/A,3,,,,,,81164,hudba,magnetický záznam,,,hudba,no,
MWA,P202865,Diagnostika otrav NPL,Diagnostika otrav NPL,Diagnostika otrav NPL,paper box,35 mm,ORWO 202,,#N/A,1;2,,,,,,81164,mez. pás,mezinárodní pás,,,,no,
MWA,P204978,Diagnóza jen pro muže,Diagnóza jen pro muže,Diagnoza jen pro muže,paper box,16 mm,Orwo 205LN,Ing. Děták,Jaroslav Děták,,22.11.1989,3282,,,,,Mezmix,mezinárodní pás,,,,no,
MWA,P202191,Discopříběh,Discopříběh,Discopříběh,metal can,35 mm,,,#N/A,2,13.1.1984,,,,,,mix,mix,,,,no,
MWA,P201591,Discopříběh,Discopříběh,Discopříběh,metal can,35 mm,ORWO 201,,#N/A,1;2,19.1.,,,,,,mez pás ruchy,mezinárodní pás,,,ruchy,no,
MWA,P201593,Discopříběh,Discopříběh,Discopříběh,metal can,35 mm,,,#N/A,3,21.1.1987,,,Evropa,,,mez pás hudba I,mezinárodní pás,,,hudba,no,
MWA,P201587,Discopříběh,Discopříběh,Discopříběh,metal can,35 mm,ORWO 201,,#N/A,2;7,20.1.,,,,,,"hudba, mez pás, ruchy",mezinárodní pás,,,hudba; ruchy,yes,
MWA,P201600,Discopříběh,Discopříběh,Discopříběh,metal can,35 mm,ORWO 200,,#N/A,5;6,20.1.,,,,,8268,mez. pás ruchy,mezinárodní pás,,,ruchy,no,
MWA,P201589,Discopříběh,Discopříběh,Discopříběh,metal can,35 mm,ORWO,,#N/A,5,21.1.1987,,,Evropa,,30199,"hudba III, mez pás",mezinárodní pás,,,hudba,no,
MWA,P201592,Discopříběh,Discopříběh,Discopříběh,metal can,35 mm,ORWO,,#N/A,4,21.1.1987,,,Evropa,,,mez pás hudba II,mezinárodní pás,,,hudba,no,
MWA,P203294,Discopříběh,Discopříběh,Discopříběh,metal can,35 mm,,,#N/A,10,19.1.1987,,,,,,mix,mix,,,,no,
MWA,P203293,Discopříběh,Discopříběh,Discopříběh,metal can,35 mm,,,#N/A,,18.1.1987,,,,,,,,,,,,
MWA,P203291,Discopříběh,Discopříběh,Discopříběh,metal can,35 mm,,,#N/A,5;6,19.1.1987,,,,,,mix,mix,,,,no,
MWA,P202130,Discopříběh,Discopříběh,Discopříběh,metal can,35 mm,,,#N/A,7,21.1.1987,,,Evropa,,,mez. mix hudba se zpěvem,mezinárodní pás,,,hudba; zpěv,yes,
MWA,P202646,Discopříběh,Discopříběh,Discopříběh,metal can,35 mm,,,#N/A,7,13.1.86,,,,,,mix,mix,,,,no,
MWA,P201616,Discopříběh,Discopříběh,Discopříběh,metal can,35 mm,,,#N/A,9,21.1.1987,,,Evropa,,,mez. pás hudba,mezinárodní pás,,,hudba,no,
MWA,P201617,Discopříběh,Discopříběh,Discopříběh,metal can,35 mm,,,#N/A,7,21.1.1987,,,Evropa,,,mez. pás hudba,mezinárodní pás,,,hudba,no,
MWA,P201623,Discopříběh,Discopříběh,Discopříběh,metal can,35 mm,,,#N/A,6,21.1.1987,,,Evropa,,,mez pás hudba,mezinárodní pás,,,hudba,no,
MWA,P202140,Discopříběh,Discopříběh,Discopříběh,metal can,35 mm,,,#N/A,2,21.1.1987,,,Evropa,,,mez. pás hudba,mezinárodní pás,,,hudba,no,
MWA,P201618,Discopříběh,Discopříběh,Discopříběh,metal can,35 mm,,,#N/A,9,21.1.1987,,,Evropa,,,mez. pás hudba,mezinárodní pás,,,hudba,no,
MWA,P202142,Discopříběh,Discopříběh,Discopříběh,metal can,35 mm,ORWO,,#N/A,10,21.1.1987,,,Evropa,,,mez. pás hudba,mezinárodní pás,,,hudba,no,
MWA,P202797,Discopříběh,Discopříběh,Discopříběh,metal can,35 mm,,,#N/A,4,,,,,,,,,,,,,
MWA,P203295,Discopříběh,Discopříběh,Discopříběh,metal can,35 mm,,,#N/A,,19.1.1987,,,,,,mix,mix,,,,no,
MWA,P202796,Discopříběh,Discopříběh,Discopříběh,metal can,35 mm,,,#N/A,3,?,,,,,,mix,mix,,,,no,
MWA,P202794,Discopříběh,Discopříběh,Discopříběh,metal can,35 mm,,,#N/A,9,19.1.1987,,,,,,mix,mix,,,,no,
MWA,P202793,Discopříběh,Discopříběh,Discopříběh,metal can,35 mm,,,#N/A,2,10.1.1981,,,,,,mix,mix,,,,no,
MWA,P201619,Discopříběh,Discopříběh,Discopříběh,metal can,35 mm,,,#N/A,8,21.1.1987,,,Evropa,,,mez. pás hudba,mezinárodní pás,,,hudba,no,
MWA,P201624,Discopříběh,Discopříběh,Discopříběh,metal can,35 mm,,,#N/A,10,21.1.1987,,,Evropa,,,mez pás hudba,mezinárodní pás,,,hudba,no,
MWA,P201625,Discopříběh,Discopříběh,Discopříběh,metal can,35 mm,ORWO,,#N/A,1;8,"16.1., 19.1.",,,,,,mez pás hudba,mezinárodní pás,,,hudba,no,
MWA,P202147,Discopříběh,Discopříběh,Discopříběh,metal can,35 mm,,,#N/A,5,21.1.1984,,,Evropa,,,mez. pás hudba se zpěvem,mezinárodní pás,,,hudba; zpěv,yes,
MWA,P201620,Discopříběh,Discopříběh,Discopříběh,metal can,35 mm,,,#N/A,2,19.1.1987,,,Evropa,,,mez. pás hudba,mezinárodní pás,,,hudba,no,
MWA,P201621,Discopříběh,Discopříběh,Discopříběh,metal can,35 mm,,,#N/A,3,21.1.1987,,,Evropa,,,mez. pás hudba,mezinárodní pás,,,hudba,no,
MWA,P202795,Discopříběh,Discopříběh,Discopříběh,metal can,35 mm,,Kejř-Hora,Jiří Kejř; Jiří Hora,2,?,,,Evropa,,,mix,mix,,,,no,
MWA,P201622,Discopříběh,Discopříběh,Discopříběh,metal can,35 mm,,Kejř-Hora,Jiří Kejř; Jiří Hora,1,21.1.1987,,,Evropa,,,mez pás hudba,mezinárodní pás,,,hudba,no,
MWA,P203521,Diskopříběh,Diskopříběh,Discopříběh,metal can,35 mm,Orwo,,#N/A,,20.1.,,,,,,mez. pás ruchy,mezinárodní pás,,,ruchy,no,
MWA,P203427,Diskopříběh,Diskopříběh,Discopříběh,metal can,35 mm,,,#N/A,,21.1.1987,,,Evropa,,,mez. pás hudba se zpěvem,mezinárodní pás,,,hudba; zpěv,yes,
MWA,P203426,Diskopříběh,Diskopříběh,Discopříběh,metal can,35 mm,,,#N/A,,21.1.1987,,,Evropa,,,mez. pás hudba,mezinárodní pás,,,hudba,no,
MWA,P204755,Dlátem a štětcem,Dlátem a štětcem,Dlátem a štětcem,metal can,35 mm,Orwo,,#N/A,1;2,,,,,,,zvuk M.M.P,zvuk,,,,no,
MWA,P203016,Dny nové techniky,Dny nové techniky,Dny nové techniky,paper box,16 mm,ORWO 205 LN,Ing. Děták,Jaroslav Děták,,22.11.1988,3281,,,,818173,mezmix,mezinárodní pás,,,,no,
MWA,P200346,Do nebíčka,Do nebíčka,Do nebíčka,Metal can,35 mm,,,#N/A,2,5.12.96,,,Evropa,,,,,,,,,
MWA,P200344,Do nebíčka,Do nebíčka,Do nebíčka,Metal can,35 mm,,,#N/A,8,7.12.96,,,Evropa,,,,,,,,,
MWA,P200338,Do nebíčka,Do nebíčka,Do nebíčka,Metal can,35 mm,,,#N/A,2,5.12.96,,,Evropa,,,mix,mix,,,,no,
MWA,P200337,Do nebíčka,Do nebíčka,Do nebíčka,Metal can,35 mm,,,#N/A,6,6.12.96,,,Evropa,,,,,,,,,
MWA,P200353,Do nebíčka,Do nebíčka,Do nebíčka,Metal can,35 mm,,,#N/A,5,5.12.96,,,Evropa,,,mix,mix,,,,no,
MWA,P200341,Do nebíčka,Do nebíčka,Do nebíčka,Metal can,35 mm,,,#N/A,,7.12.96,,,Evropa,,,mix 4 Rt,mix,,,,no,
MWA,P200327,Do nebíčka,Do nebíčka,Do nebíčka,Metal can,35 mm,,,#N/A,6,6.12.96,,,Evropa,,,MP se zpěvem,mezinárodní pás,,,zpěv,no,
MWA,P200335,Do nebíčka,Do nebíčka,Do nebíčka,Metal can,35 mm,,,#N/A,5,6.12.96,,,Evropa,,,,,,,,,
MWA,P200354,Do nebíčka,Do nebíčka,Do nebíčka,Metal can,35 mm,,,#N/A,6,6.12.96,,,Evropa,,,mix,mix,,,,no,
MWA,P200343,Do nebíčka,Do nebíčka,Do nebíčka,Metal can,35 mm,,,#N/A,1,5.12.96,,,Evropa,,,mix,mix,,,,no,
MWA,P204689,Do zubů a do srdíčka,Do zubů a do srdíčka,Do zubů a do srdíčka,metal can,35 mm,Orwo,,#N/A,3;4,22.8.1988,,,MCI,Orwo,,ruchy mez. mix pás,mezinárodní pás,,,ruchy,no,
MWA,P204688,Do zubů a do srdíčka,Do zubů a do srdíčka,Do zubů a do srdíčka,metal can,35 mm,Orwo,,#N/A,9;10,12.7.1988,,,Sitral,,,mez mix hudba,mezinárodní pás,,,hudba,no,
MWA,P204523,Do zubů a do srdíčka,Do zubů a do srdíčka,Do zubů a do srdíčka,metal can,35 mm,,,#N/A,3;4,12.7.1988,,,,Orwo,,mez. mix hudba,mezinárodní pás,,,hudba,no,
MWA,P204521,Do zubů a do srdíčka,Do zubů a do srdíčka,Do zubů a do srdíčka,metal can,35 mm,Orwo,,#N/A,5;6;5,"22.8.1988, 23.8.1988",,,MCI,Orwo,,mez. mix pás ruchy,mezinárodní pás,,,ruchy,no,
MWA,P204520,Do zubů a do srdíčka,Do zubů a do srdíčka,Do zubů a do srdíčka,metal can,35 mm,Orwo,,#N/A,7;8,"22.8.1988, 12.7.1988",,,MCI,Orwo,,mez. mix pás (ruchy) hudba,mezinárodní pás,,,hudba; ruchy,yes,
MWA,P204519,Do zubů a do srdíčka,Do zubů a do srdíčka,Do zubů a do srdíčka,metal can,35 mm,Orwo,,#N/A,2;7;5;6,12.7. 1988,,,Sitral,Orwo,,mez. mix. hudba + zpěv,mezinárodní pás,,,hudba; zpěv,yes,
MWA,P204518,Do zubů a do srdíčka,Do zubů a do srdíčka,Do zubů a do srdíčka,metal can,35 mm,Orwo,,#N/A,1;2,22.8.1988,,,MCI,Orwo,,mez. mix pás ruchy,mezinárodní pás,,,ruchy,no,
MWA,P204517,Do zubů a do srdíčka,Do zubů a do srdíčka,Do zubů a do srdíčka,metal can,35 mm,Orwo,,#N/A,9;10,22.8.1988,,,MCI,Orwo,,mez. mix pás ruchy,mezinárodní pás,,,ruchy,no,
MWA,P204515,Do zubů a do srdíčka (different title on reel),Do zubů a do srdíčka,Do zubů a do srdíčka,metal can,35 mm,Orwo,,#N/A,7;8,12.7.1988,,,Sitral,Orwo,,mez. mix hudba,mezinárodní pás,,,hudba,no,
MWA,P204516,Do zubů a do srdíčka (Different title on the box: ČSČK - první pomoc),Do zubů a do srdíčka,Do zubů a do srdíčka,metal can,35 mm,,,#N/A,2;7,12.7.1988,,,,,,hudba se zpěvem,magnetický záznam,,,hudba; zpěv,yes,
NFA,p-101066,Dobrodružství robinsona crusoe,Dobrodružství robinsona crusoe,Dobrodružství Robinsona Crusoe,metal box,35 mm,MB - ORWO (35 mm),-,,9,18.1.1983,-,-,přepisové studio,CPR-I,KF PHA,mezinárodní pás hudba +zpěv přepis mixu pro českou verzi,mix,přepis,,hudba; zpěv,yes,cs
MWA,P202237,Dobré ráno dobrý den,Dobré ráno dobrý den,Dobré ráno dobrý den,metal can,35 mm,ORWO 202,,#N/A,3,,,,,,80238,mg. mix,mix,,,,no,
MWA,P202235,"Dobré ráno, dobrý den","Dobré ráno, dobrý den",Dobré ráno dobrý den,metal can,35 mm,ORWO 202,,#N/A,1;2,,,,,,80238,mg. mix,mix,,,,no,
MWA,P203842,Dobří holubi se vracejí,Dobří holubi se vracejí,Dobří holubi se vracejí,paper box,35 mm,ORWO 205LN,,#N/A,3;4,"13.4.1988, 15.4.1988",,,Evropa,,,mezin. pás ruchy,mezinárodní pás,,,ruchy,no,
MWA,P203835,Dobří holubi se vracejí,Dobří holubi se vracejí,Dobří holubi se vracejí,paper box,35 mm,ORWO 205LN,,#N/A,10;11,"15.4.1988, 18.4.",,,Evropa,,,mez. pás hudba bez zpěvu,mezinárodní pás,,,hudba; zpěv,yes,
MWA,P203840,Dobří holubi se vracejí,Dobří holubi se vracejí,Dobří holubi se vracejí,paper box,35 mm,ORWO 205LN,,#N/A,7;8,"14.4., 18.4.1988",,,Evropa,,,mezin. pásy ruchy,mezinárodní pás,,,ruchy,no,
MWA,P203839,Dobří holubi se vracejí,Dobří holubi se vracejí,Dobří holubi se vracejí,paper box,35 mm,ORWO 205LN,ing. K Jaroš,Karel Jaroš,1;2,15.4.1988,,,Evropa,,,MP hudba (2. díl) se zpěvem (1. díl),mezinárodní pás,,,hudba; zpěv,yes,
MWA,P203838,Dobří holubi se vracejí,Dobří holubi se vracejí,Dobří holubi se vracejí,paper box,35 mm,ORWO 205LN,,#N/A,8;9,"17.3., 14.4.",,,Evropa,,,"mez. pás hudba se zpěvem (8. díl), bez zpěvu (9. díl)",mezinárodní pás,,,hudba; zpěv,yes,
MWA,P203837,Dobří holubi se vracejí,Dobří holubi se vracejí,Dobří holubi se vracejí,paper box,35 mm,ORWO 205LN,,#N/A,4;6,15.4.1988,,,Evropa,,,mez. pás hudba bez zpěvu,mezinárodní pás,,,hudba; zpěv,yes,
MWA,P203843,Dobří holubi se vracejí,Dobří holubi se vracejí,Dobří holubi se vracejí,paper box,35 mm,ORWO 205LN,,#N/A,12,15.4.1988,,,Evropa,,,mez. pás hudba bez zpěvu,mezinárodní pás,,,hudba; zpěv,yes,
MWA,P203836,Dobří holubi se vracejí,Dobří holubi se vracejí,Dobří holubi se vracejí,paper box,35 mm,ORWO 205LN,,#N/A,3;4,15.4.1988,,,Evropa,,,mez. pás hudba se zpěvem,mezinárodní pás,,,hudba; zpěv,yes,
MWA,P203875,Dobří holubi se vracejí,Dobří holubi se vracejí,Dobří holubi se vracejí,paper box,35 mm,ORWO 205LN,,#N/A,8;9,17.3.,,,Evropa,,,"mezin. pás hudba bez zpěvu (8. díl), se zpěvem (9. díl)",mezinárodní pás,,,hudba; zpěv,yes,
MWA,P203841,Dobří holubi se vracejí,Dobří holubi se vracejí,Dobří holubi se vracejí,paper box,35 mm,ORWO 205LN,,#N/A,1;2,13.4.1988,,,Evropa,,,mezin. pásy ruchy,mezinárodní pás,,,ruchy,no,
MWA,P203833,Dobří holubi se vracejí,Dobří holubi se vracejí,Dobří holubi se vracejí,metal can,35 mm,ORWO,,#N/A,7,17.3.,,,Evropa,,,mezin. pás hudba I. se zpěvem,mezinárodní pás,,,hudba; zpěv,yes,
MWA,P203832,Dobří holubi se vracejí,Dobří holubi se vracejí,Dobří holubi se vracejí,metal can,35 mm,ORWO,,#N/A,12,17.3.,,,Evropa,,,mezin. pás hudba I. se zpěvem,mezinárodní pás,,,hudba; zpěv,yes,
MWA,P203874,Dobří holubi se vracejí,Dobří holubi se vracejí,Dobří holubi se vracejí,paper box,35 mm,ORWO 205LN,,#N/A,11;12,15.4.1988,,,Evropa,,,mezin. pás ruchy,mezinárodní pás,,,ruchy,no,
MWA,P203831,Dobří holubi se vracejí,Dobří holubi se vracejí,Dobří holubi se vracejí,metal can,35 mm,,,#N/A,11,15.4.1988,,,Evropa,,,mez. pás hudba I. se zpěvem,mezinárodní pás,,,hudba; zpěv,yes,
MWA,P203830,Dobří holubi se vracejí,Dobří holubi se vracejí,Dobří holubi se vracejí,metal can,35 mm,,,#N/A,5,17.3.1988,,,Evropa,,,"mez. pás hudba I.,",mezinárodní pás,,,hudba,no,
MWA,P203873,Dobří holubi se vracejí,Dobří holubi se vracejí,Dobří holubi se vracejí,metal can,35 mm,ORWO 205LN,,#N/A,9;10,15.4.1988,,,Evropa,,,mezin. pás ruchy,mezinárodní pás,,,ruchy,no,
MWA,P203834,Dobří holubi se vracejí,Dobří holubi se vracejí,Dobří holubi se vracejí,paper box,35 mm,ORWO 205LN,,#N/A,5;6,14.4.1988,,,Evropa,,,mezin. pásy ruchy,mezinárodní pás,,,ruchy,no,
NFA,p-100478,Don juan,Don juan,Don Juan,paper box,"1/​4""",PER 555,-,,-,-,-,-,-,-,-,-,,,,,no,
MWA,P203496,Dotek světla,Dotek světla,Dotek světla,metal can,35 mm,,,#N/A,1;2,,,,,,,mez mix přepis,mezinárodní pás,přepis,,,no,
MWA,P203019,Druhý dech,Druhý dech,Druhý dech,paper box,16 mm,ORWO 205 LN,,#N/A,,16.12.,,,Evropa,,,mix,mix,,,,no,
MWA,P202238,Družba 82,Družba,Družba,metal can,35 mm,ORWO,,#N/A,1;2,,,,,,82235,MMP,mezinárodní pás,,,,no,
NFA,p-102083,Drzoun,Drzoun,Drzoun,plastic box,16 mm,ORWO,-,,1,-,-,-,-,-,28079,-,,,,,no,
NFA,p-100076,Duhový koberec,Duhový koberec,Duhový koberec,paper box,35 mm,ORWO 205 LN,Ing. Děták,Jaroslav Děták,2,21.12.1988,3242,č.f. 426538,-,-,-,mix=mezmix,mezinárodní pás,,,,no,
NFA,p-100844,Duhový koberec,Duhový koberec,Duhový koberec,paper box,35 mm,ORWO 205 LN,ing. Děták,Jaroslav Děták,1,21.11.1988,3242,č.f. 426538,-,-,-,mix=mezmix,mezinárodní pás,,,,no,
MWA,P205008,Dukelský závod,Dukelský závod,Dukelský závod,paper box,16 mm,Orwo 205LN,Ing. Kacian,Jan Kacian,,2.12.1987,3282,,,,,Mezmix,mezinárodní pás,,,,no,
MWA,P202844,Dva kluci v palbě,Dva kluci v palbě,Dva kluci v palbě,metal can,35 mm,ORWO,,#N/A,6,20.10.1983 (24.1.1984),,,Evropa,Ilford,,mez. pás hudba I.,mezinárodní pás,,,hudba,no,
MWA,P202901,dva kluci v palbě,Dva kluci v palbě,Dva kluci v palbě,metal can,35 mm,ORWO,,#N/A,9;10,21.10.1983,,,Evropa,CPR-I.,,mez. pás ruchy,mezinárodní pás,,,ruchy,no,
MWA,P202904,Dva kluci v palbě,Dva kluci v palbě,Dva kluci v palbě,metal can,35 mm,ORWO,,#N/A,4,24.10./24.1.1984,,,,CPR-I.,,mezinár. pasy hudba,mezinárodní pás,,,hudba,no,
MWA,P202845,Dva kluci v palbě,Dva kluci v palbě,Dva kluci v palbě,metal can,35 mm,ORWO,,#N/A,1;2,"17.10., 24.1.1984",,,Evropa,CPR-I.,,mezinár. pasy ruchy,mezinárodní pás,,,ruchy,no,
MWA,P202833,Dva na koni jeden na oslu,Dva na koni jeden na oslu,"Dva na koni, jeden na oslu",metal can,35 mm,ORWO,,#N/A,5;6;8,7./13.5.,,,,,,mix,mix,,,,no,
MWA,P202832,Dva na koni jeden na oslu,Dva na koni jeden na oslu,"Dva na koni, jeden na oslu",metal can,35 mm,,,#N/A,6;7;8,12.5.,,,,,,mix,mix,,,,no,
MWA,P202248,dva na koni jeden na oslu,Dva na koni jeden na oslu,"Dva na koni, jeden na oslu",metal can,35 mm,ORWO,V. Skall,Vladimír Skall,1;2,5.5.,,,,,,mix,mix,,,,no,
MWA,P204211,Dva na koni jeden na oslu,Dva na koni jeden na oslu,"Dva na koni, jeden na oslu",metal can,35 mm,ORWO,,#N/A,,16.5.,,,,,,mix,mix,,,,no,
